game date,away,home,game time,espn id
"February 4, 2013",MIN,PHX,9:00 PM ET,400442599
"February 4, 2013",SJS,ANA,10:00 PM ET,400442601
"February 4, 2013",DAL,COL,9:00 PM ET,400442598
"February 4, 2013",VAN,EDM,9:30 PM ET,400442600
"February 5, 2013",NYR,NJD,7:00 PM ET,400442602
"February 5, 2013",TOR,WSH,7:00 PM ET,400442604
"February 5, 2013",BUF,OTT,7:30 PM ET,400442606
"February 5, 2013",CGY,DET,7:30 PM ET,400442608
"February 5, 2013",NSH,STL,8:00 PM ET,400442610
"February 5, 2013",PIT,NYI,7:00 PM ET,400442603
"February 5, 2013",LAK,CBJ,7:00 PM ET,400442605
"February 5, 2013",TBL,PHI,7:30 PM ET,400442607
"February 5, 2013",FLA,WPG,8:00 PM ET,400442609
"February 5, 2013",CHI,SJS,10:30 PM ET,400442611
"February 6, 2013",BOS,MTL,7:00 PM ET,400442612
"February 6, 2013",DAL,EDM,9:30 PM ET,400442614
"February 6, 2013",ANA,COL,9:30 PM ET,400442613
"February 7, 2013",MTL,BUF,7:00 PM ET,400442615
"February 7, 2013",NYI,NYR,7:00 PM ET,400442617
"February 7, 2013",WSH,PIT,7:00 PM ET,400442619
"February 7, 2013",CAR,OTT,7:30 PM ET,400442621
"February 7, 2013",DET,STL,8:00 PM ET,400442623
"February 7, 2013",VAN,MIN,8:00 PM ET,400442625
"February 7, 2013",TBL,NJD,7:00 PM ET,400442616
"February 7, 2013",FLA,PHI,7:00 PM ET,400442618
"February 7, 2013",CGY,CBJ,7:00 PM ET,400442620
"February 7, 2013",TOR,WPG,8:00 PM ET,400442622
"February 7, 2013",LAK,NSH,8:00 PM ET,400442624
"February 7, 2013",CHI,PHX,9:00 PM ET,400442626
"February 8, 2013",ANA,DAL,8:30 PM ET,400442627
"February 9, 2013",TBL,BOS,1:00 PM ET,400442628
"February 9, 2013",CAR,PHI,1:00 PM ET,400442630
"February 9, 2013",EDM,DET,2:00 PM ET,400442632
"February 9, 2013",TOR,MTL,7:00 PM ET,400442634
"February 9, 2013",FLA,WSH,7:00 PM ET,400442636
"February 9, 2013",NSH,MIN,8:00 PM ET,400442638
"February 9, 2013",PIT,NJD,1:00 PM ET,400442629
"February 9, 2013",WPG,OTT,2:00 PM ET,400442631
"February 9, 2013",PHX,SJS,4:00 PM ET,400442633
"February 9, 2013",BUF,NYI,7:00 PM ET,400442635
"February 9, 2013",ANA,STL,8:00 PM ET,400442637
"February 9, 2013",CGY,VAN,10:00 PM ET,400442639
"February 10, 2013",LAK,DET,12:30 PM ET,400442640
"February 10, 2013",BOS,BUF,7:00 PM ET,400442642
"February 10, 2013",NJD,PIT,7:30 PM ET,400442644
"February 10, 2013",EDM,CBJ,6:00 PM ET,400442641
"February 10, 2013",TBL,NYR,7:30 PM ET,400442643
"February 10, 2013",CHI,NSH,8:00 PM ET,400442645
"February 11, 2013",PHI,TOR,7:00 PM ET,400442646
"February 11, 2013",SJS,CBJ,7:00 PM ET,400442648
"February 11, 2013",PHX,COL,9:00 PM ET,400442650
"February 11, 2013",CAR,NYI,7:00 PM ET,400442647
"February 11, 2013",LAK,STL,8:00 PM ET,400442649
"February 11, 2013",MIN,CGY,9:00 PM ET,400442651
"February 12, 2013",CAR,NJD,7:00 PM ET,400442652
"February 12, 2013",BUF,OTT,7:30 PM ET,400442654
"February 12, 2013",WSH,FLA,7:30 PM ET,400442656
"February 12, 2013",SJS,NSH,8:00 PM ET,400442658
"February 12, 2013",DAL,EDM,9:30 PM ET,400442660
"February 12, 2013",NYR,BOS,7:30 PM ET,400442653
"February 12, 2013",MTL,TBL,7:30 PM ET,400442655
"February 12, 2013",PHI,WPG,8:00 PM ET,400442657
"February 12, 2013",ANA,CHI,8:30 PM ET,400442659
"February 12, 2013",MIN,VAN,10:00 PM ET,400442661
"February 13, 2013",OTT,PIT,7:00 PM ET,400442662
"February 13, 2013",DAL,CGY,9:30 PM ET,400442664
"February 13, 2013",STL,DET,7:30 PM ET,400442663
"February 14, 2013",NYI,NYR,7:00 PM ET,400442665
"February 14, 2013",WSH,TBL,7:30 PM ET,400442667
"February 14, 2013",PHX,NSH,8:00 PM ET,400442669
"February 14, 2013",TOR,CAR,7:00 PM ET,400442666
"February 14, 2013",MTL,FLA,7:30 PM ET,400442668
"February 14, 2013",COL,MIN,8:00 PM ET,400442670
"February 15, 2013",BOS,BUF,7:00 PM ET,400442671
"February 15, 2013",PIT,WPG,7:00 PM ET,400442673
"February 15, 2013",SJS,CHI,8:30 PM ET,400442675
"February 15, 2013",DAL,VAN,10:00 PM ET,400442677
"February 15, 2013",PHI,NJD,7:00 PM ET,400442672
"February 15, 2013",ANA,DET,7:30 PM ET,400442674
"February 15, 2013",STL,CGY,9:00 PM ET,400442676
"February 15, 2013",CBJ,LAK,10:30 PM ET,400442678
"February 16, 2013",OTT,TOR,7:00 PM ET,400442679
"February 16, 2013",NJD,NYI,7:00 PM ET,400442681
"February 16, 2013",ANA,NSH,8:00 PM ET,400442683
"February 16, 2013",COL,EDM,10:00 PM ET,400442685
"February 16, 2013",PHI,MTL,7:00 PM ET,400442680
"February 16, 2013",TBL,FLA,7:30 PM ET,400442682
"February 16, 2013",CBJ,PHX,8:00 PM ET,400442684
"February 17, 2013",PIT,BUF,12:30 PM ET,400442686
"February 17, 2013",CGY,DAL,3:00 PM ET,400442689
"February 17, 2013",DET,MIN,6:00 PM ET,400442690
"February 17, 2013",STL,VAN,9:00 PM ET,400442692
"February 17, 2013",BOS,WPG,3:00 PM ET,400442688
"February 17, 2013",LAK,CHI,3:30 PM ET,400442687
"February 17, 2013",WSH,NYR,6:00 PM ET,400442691
"February 18, 2013",OTT,NJD,1:00 PM ET,400442693
"February 18, 2013",NSH,COL,3:00 PM ET,400442695
"February 18, 2013",TOR,FLA,7:30 PM ET,400442697
"February 18, 2013",CBJ,ANA,10:00 PM ET,400442699
"February 18, 2013",PHI,NYI,1:00 PM ET,400442694
"February 18, 2013",CAR,MTL,7:30 PM ET,400442696
"February 18, 2013",CGY,PHX,9:00 PM ET,400442698
"February 19, 2013",WPG,BUF,7:00 PM ET,400442700
"February 19, 2013",NYI,OTT,7:30 PM ET,400442702
"February 19, 2013",SJS,STL,8:00 PM ET,400442704
"February 19, 2013",VAN,CHI,8:30 PM ET,400442706
"February 19, 2013",MTL,NYR,7:00 PM ET,400442701
"February 19, 2013",TOR,TBL,7:30 PM ET,400442703
"February 19, 2013",DET,NSH,8:00 PM ET,400442705
"February 19, 2013",LAK,EDM,10:00 PM ET,400442707
"February 20, 2013",PHI,PIT,7:30 PM ET,400442708
"February 20, 2013",LAK,CGY,10:00 PM ET,400442710
"February 20, 2013",STL,COL,10:00 PM ET,400442709
"February 21, 2013",BUF,TOR,7:00 PM ET,400442711
"February 21, 2013",NJD,WSH,7:00 PM ET,400442713
"February 21, 2013",NYI,MTL,7:30 PM ET,400442715
"February 21, 2013",BOS,TBL,7:30 PM ET,400442717
"February 21, 2013",VAN,DAL,8:30 PM ET,400442719
"February 21, 2013",FLA,PHI,7:00 PM ET,400442712
"February 21, 2013",WPG,CAR,7:00 PM ET,400442714
"February 21, 2013",NYR,OTT,7:30 PM ET,400442716
"February 21, 2013",CBJ,DET,7:30 PM ET,400442718
"February 21, 2013",MIN,EDM,9:30 PM ET,400442720
"February 22, 2013",FLA,PIT,7:00 PM ET,400442721
"February 22, 2013",SJS,CHI,8:30 PM ET,400442723
"February 22, 2013",VAN,NSH,8:00 PM ET,400442722
"February 23, 2013",NJD,WSH,12:00 PM ET,400442724
"February 23, 2013",PHX,EDM,3:30 PM ET,400442726
"February 23, 2013",NYI,BUF,7:00 PM ET,400442728
"February 23, 2013",TOR,OTT,7:00 PM ET,400442730
"February 23, 2013",NSH,DET,7:00 PM ET,400442732
"February 23, 2013",SJS,DAL,8:00 PM ET,400442734
"February 23, 2013",WPG,PHI,1:00 PM ET,400442725
"February 23, 2013",COL,LAK,4:00 PM ET,400442727
"February 23, 2013",NYR,MTL,7:00 PM ET,400442729
"February 23, 2013",TBL,CAR,7:00 PM ET,400442731
"February 23, 2013",CBJ,STL,8:00 PM ET,400442733
"February 23, 2013",MIN,CGY,10:00 PM ET,400442735
"February 24, 2013",BOS,FLA,3:00 PM ET,400442736
"February 24, 2013",VAN,DET,5:00 PM ET,400442738
"February 24, 2013",CBJ,CHI,7:00 PM ET,400442740
"February 24, 2013",PHX,CGY,8:00 PM ET,400442742
"February 24, 2013",WPG,NJD,5:00 PM ET,400442737
"February 24, 2013",CAR,NYI,7:00 PM ET,400442739
"February 24, 2013",TBL,PIT,7:30 PM ET,400442741
"February 24, 2013",COL,ANA,8:00 PM ET,400442743
"February 25, 2013",TOR,PHI,7:00 PM ET,400442744
"February 25, 2013",DAL,NSH,8:00 PM ET,400442746
"February 25, 2013",ANA,LAK,10:30 PM ET,400442748
"February 25, 2013",MTL,OTT,7:30 PM ET,400442745
"February 25, 2013",EDM,CHI,8:30 PM ET,400442747
"February 26, 2013",WPG,NYR,7:00 PM ET,400442749
"February 26, 2013",DAL,CBJ,7:00 PM ET,400442751
"February 26, 2013",BUF,TBL,7:30 PM ET,400442753
"February 26, 2013",CGY,MIN,8:00 PM ET,400442755
"February 26, 2013",COL,SJS,10:30 PM ET,400442757
"February 26, 2013",CAR,WSH,7:00 PM ET,400442750
"February 26, 2013",BOS,NYI,7:30 PM ET,400442752
"February 26, 2013",PIT,FLA,7:30 PM ET,400442754
"February 26, 2013",PHX,VAN,10:00 PM ET,400442756
"February 27, 2013",MTL,TOR,7:30 PM ET,400442758
"February 27, 2013",NSH,ANA,10:00 PM ET,400442760
"February 27, 2013",WSH,PHI,7:30 PM ET,400442759
"February 27, 2013",DET,LAK,10:00 PM ET,400442761
"February 28, 2013",OTT,BOS,7:00 PM ET,400442762
"February 28, 2013",TBL,NYR,7:00 PM ET,400442764
"February 28, 2013",BUF,FLA,7:30 PM ET,400442766
"February 28, 2013",CHI,STL,8:00 PM ET,400442768
"February 28, 2013",CGY,COL,9:00 PM ET,400442770
"February 28, 2013",DET,SJS,10:30 PM ET,400442772
"February 28, 2013",TOR,NYI,7:00 PM ET,400442763
"February 28, 2013",PIT,CAR,7:00 PM ET,400442765
"February 28, 2013",NJD,WPG,8:00 PM ET,400442767
"February 28, 2013",EDM,DAL,8:30 PM ET,400442769
"February 28, 2013",MIN,PHX,9:00 PM ET,400442771
